resume_text,job_title,match_score
Blockchain developer 5 years Solidity Ethereum smart contracts Web3.js DApp development cryptocurrency Bitcoin consensus algorithms distributed systems cryptography,Blockchain Developer,82.73
Frontend HTML CSS JavaScript,Full Stack Developer,50.15
Python Django tutorial,Senior Backend Engineer,44.48
Java Spring Boot basics,Senior Java Developer,53.02
AI engineer 2 years artificial intelligence machine learning deep learning NLP computer vision TensorFlow PyTorch transformers BERT GPT LLM prompt engineering,AI Engineer,90.75
iOS developer 7 years Swift Objective-C Xcode UIKit SwiftUI Core Data Alamofire REST API App Store TestFlight Git CocoaPods SPM MVVM design patterns,iOS Developer,80.35
Blockchain developer 3 years Solidity Ethereum smart contracts Web3.js DApp development cryptocurrency Bitcoin consensus algorithms distributed systems cryptography,Blockchain Developer,92.2
iOS developer 3 years Swift Objective-C Xcode UIKit SwiftUI Core Data Alamofire REST API App Store TestFlight Git CocoaPods SPM MVVM design patterns,iOS Developer,89.06
Android developer 4 years Kotlin Java Android Studio MVVM Retrofit Room SQLite Firebase Google Play material design REST API Git Jetpack Compose coroutines,Android Developer,91.43
Java developer 7 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,92.62
iOS developer 3 years Swift Objective-C Xcode UIKit SwiftUI Core Data Alamofire REST API App Store TestFlight Git CocoaPods SPM MVVM design patterns,iOS Developer,83.84
Intern 6 months testing,QA Lead,43.52
Python developer with 2 years experience in machine learning deep learning data science pandas numpy scikit-learn tensorflow pytorch keras neural networks data analysis statistics SQL data visualization matplotlib seaborn,Data Scientist,94.49
Python data analysis pandas,Data Engineer,52.18
DevOps engineer 7 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,98.0
Backend developer 4 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,79.29
React tutorial projects,Senior React Developer,34.01
Machine learning engineer 5 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,98.0
SQL database basics,Database Administrator,59.33
Blockchain developer 3 years Solidity Ethereum smart contracts Web3.js DApp development cryptocurrency Bitcoin consensus algorithms distributed systems cryptography,Blockchain Developer,81.63
SQL basic queries,Database Administrator,37.76
Entry level computer science graduate,Principal Software Engineer,38.33
Intern 6 months testing,QA Lead,34.29
Data analyst SQL Tableau,Data Scientist,49.72
Intern 6 months testing,QA Lead,45.0
React tutorial projects,Senior React Developer,27.59
Frontend HTML CSS JavaScript,Full Stack Developer,70.0
Product manager 3 years product roadmap agile scrum user stories market research competitive analysis stakeholder management data-driven decision making SQL A/B testing,Product Manager,84.97
Python beginner learning online courses,Senior Machine Learning Engineer,25.09
Entry level computer science graduate,Principal Software Engineer,43.28
QA engineer 3 years automation testing Selenium WebDriver Java TestNG Maven Cucumber BDD API testing Postman JIRA agile regression testing test planning,QA Engineer,81.3
Product manager 2 years product roadmap agile scrum user stories market research competitive analysis stakeholder management data-driven decision making SQL A/B testing,Product Manager,88.17
Android developer 7 years Kotlin Java Android Studio MVVM Retrofit Room SQLite Firebase Google Play material design REST API Git Jetpack Compose coroutines,Android Developer,95.67
Cloud architect 5 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,97.19
AI engineer 6 years artificial intelligence machine learning deep learning NLP computer vision TensorFlow PyTorch transformers BERT GPT LLM prompt engineering,AI Engineer,79.95
Data engineer 3 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,85.03
WordPress basic website,Full Stack Developer,38.43
Product manager 6 years product roadmap agile scrum user stories market research competitive analysis stakeholder management data-driven decision making SQL A/B testing,Product Manager,90.96
Database administrator 4 years MySQL PostgreSQL Oracle SQL Server performance tuning backup recovery replication clustering indexing query optimization database security,Database Administrator,89.9
Database administrator 5 years MySQL PostgreSQL Oracle SQL Server performance tuning backup recovery replication clustering indexing query optimization database security,Database Administrator,91.57
Frontend HTML CSS JavaScript,Full Stack Developer,57.31
Cybersecurity analyst 4 years network security penetration testing ethical hacking vulnerability assessment firewall IDS IPS SIEM incident response security audit CISSP CEH,Security Analyst,91.73
Testing manual automation,Senior QA Engineer,51.74
Python beginner learning online courses,Senior Machine Learning Engineer,15.0
DevOps engineer 6 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,86.76
AI engineer 5 years artificial intelligence machine learning deep learning NLP computer vision TensorFlow PyTorch transformers BERT GPT LLM prompt engineering,AI Engineer,95.06
Java Spring Boot basics,Senior Java Developer,51.65
Backend developer 7 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,85.26
Backend developer 6 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,91.65
WordPress basic website,Full Stack Developer,22.86
Frontend developer 6 years React Redux JavaScript ES6 HTML5 CSS3 Sass webpack babel responsive design mobile-first UI/UX Figma Git TypeScript hooks performance optimization,Frontend Developer,89.63
Full stack developer 7 years React Node.js JavaScript TypeScript HTML CSS MongoDB Express.js REST API Git responsive design webpack babel npm microservices Docker CI/CD,Full Stack Developer,91.98
Machine learning engineer 5 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,82.9
Python data analysis pandas,Data Engineer,55.89
Backend developer 2 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,85.02
Data engineer 7 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,91.16
Machine learning engineer 5 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,83.31
Frontend HTML CSS JavaScript,Full Stack Developer,63.42
React developer JavaScript,Full Stack Developer,58.55
Java developer 5 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,98.0
Java Spring Boot basics,Senior Java Developer,54.17
Product manager 3 years product roadmap agile scrum user stories market research competitive analysis stakeholder management data-driven decision making SQL A/B testing,Product Manager,75.71
Python beginner learning online courses,Senior Machine Learning Engineer,28.15
Docker Kubernetes basics,DevOps Engineer,61.43
Python Django tutorial,Senior Backend Engineer,39.9
SQL basic queries,Database Administrator,38.44
Data engineer 2 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,87.28
iOS developer 7 years Swift Objective-C Xcode UIKit SwiftUI Core Data Alamofire REST API App Store TestFlight Git CocoaPods SPM MVVM design patterns,iOS Developer,91.21
Java Spring Boot basics,Senior Java Developer,55.8
Machine learning engineer 5 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,91.28
Python beginner learning online courses,Senior Machine Learning Engineer,22.84
Android development basics,Senior Android Developer,45.0
Testing manual automation,Senior QA Engineer,48.34
React developer JavaScript,Full Stack Developer,67.83
WordPress basic website,Full Stack Developer,18.01
Java programming student projects,Senior Java Architect,35.91
Docker Kubernetes basics,DevOps Engineer,52.77
Cybersecurity analyst 4 years network security penetration testing ethical hacking vulnerability assessment firewall IDS IPS SIEM incident response security audit CISSP CEH,Security Analyst,83.81
QA engineer 6 years automation testing Selenium WebDriver Java TestNG Maven Cucumber BDD API testing Postman JIRA agile regression testing test planning,QA Engineer,77.12
SQL database basics,Database Administrator,56.94
React tutorial projects,Senior React Developer,28.14
WordPress basic website,Full Stack Developer,24.15
Data engineer 5 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,88.02
Intern 6 months testing,QA Lead,43.81
Database administrator 7 years MySQL PostgreSQL Oracle SQL Server performance tuning backup recovery replication clustering indexing query optimization database security,Database Administrator,92.24
Backend developer 3 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,83.87
Cybersecurity analyst 2 years network security penetration testing ethical hacking vulnerability assessment firewall IDS IPS SIEM incident response security audit CISSP CEH,Security Analyst,94.14
Java Spring Boot basics,Senior Java Developer,63.42
Python Django tutorial,Senior Backend Engineer,30.79
Java developer 7 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,85.44
Cybersecurity analyst 5 years network security penetration testing ethical hacking vulnerability assessment firewall IDS IPS SIEM incident response security audit CISSP CEH,Security Analyst,90.46
Python data analysis pandas,Data Engineer,49.34
Frontend developer 3 years React Redux JavaScript ES6 HTML5 CSS3 Sass webpack babel responsive design mobile-first UI/UX Figma Git TypeScript hooks performance optimization,Frontend Developer,80.44
Data analyst with 5 years SQL Excel Tableau Power BI Python pandas matplotlib data visualization statistics business intelligence reporting dashboards KPI metrics data storytelling stakeholder management,Data Analyst,81.38
Android development basics,Senior Android Developer,62.09
React tutorial projects,Senior React Developer,28.88
Flutter developer 3 years Dart cross-platform mobile development iOS Android Material Design state management Provider Riverpod Firebase REST API Git CI/CD,Flutter Developer,86.86
Cloud architect 4 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,88.37
Data engineer 4 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,90.34
Flutter developer 5 years Dart cross-platform mobile development iOS Android Material Design state management Provider Riverpod Firebase REST API Git CI/CD,Flutter Developer,85.66
Cybersecurity analyst 7 years network security penetration testing ethical hacking vulnerability assessment firewall IDS IPS SIEM incident response security audit CISSP CEH,Security Analyst,93.15
Data analyst SQL Tableau,Data Scientist,55.64
Intern 6 months testing,QA Lead,38.15
Database administrator 5 years MySQL PostgreSQL Oracle SQL Server performance tuning backup recovery replication clustering indexing query optimization database security,Database Administrator,80.29
Backend developer 3 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,87.19
Full stack developer 5 years React Node.js JavaScript TypeScript HTML CSS MongoDB Express.js REST API Git responsive design webpack babel npm microservices Docker CI/CD,Full Stack Developer,92.44
Python beginner learning online courses,Senior Machine Learning Engineer,18.37
Blockchain developer 4 years Solidity Ethereum smart contracts Web3.js DApp development cryptocurrency Bitcoin consensus algorithms distributed systems cryptography,Blockchain Developer,87.19
Entry level computer science graduate,Principal Software Engineer,31.55
Docker Kubernetes basics,DevOps Engineer,63.85
Machine learning engineer 2 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,80.35
DevOps engineer 3 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,90.06
Testing manual automation,Senior QA Engineer,68.18
Java Spring Boot basics,Senior Java Developer,58.88
Cloud architect 5 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,94.04
Testing manual automation,Senior QA Engineer,64.1
Flutter developer 2 years Dart cross-platform mobile development iOS Android Material Design state management Provider Riverpod Firebase REST API Git CI/CD,Flutter Developer,79.67
Testing manual automation,Senior QA Engineer,57.43
WordPress basic website,Full Stack Developer,21.68
Data engineer 7 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,91.62
Android developer 7 years Kotlin Java Android Studio MVVM Retrofit Room SQLite Firebase Google Play material design REST API Git Jetpack Compose coroutines,Android Developer,89.84
Testing manual automation,Senior QA Engineer,52.29
Full stack developer 3 years React Node.js JavaScript TypeScript HTML CSS MongoDB Express.js REST API Git responsive design webpack babel npm microservices Docker CI/CD,Full Stack Developer,85.8
Excel Word PowerPoint,Data Engineer,15.04
Python developer with 4 years experience in machine learning deep learning data science pandas numpy scikit-learn tensorflow pytorch keras neural networks data analysis statistics SQL data visualization matplotlib seaborn,Data Scientist,87.17
Docker Kubernetes basics,DevOps Engineer,57.28
Excel Word PowerPoint,Data Engineer,16.49
Python beginner learning online courses,Senior Machine Learning Engineer,19.38
Frontend developer 2 years React Redux JavaScript ES6 HTML5 CSS3 Sass webpack babel responsive design mobile-first UI/UX Figma Git TypeScript hooks performance optimization,Frontend Developer,86.76
Product manager 2 years product roadmap agile scrum user stories market research competitive analysis stakeholder management data-driven decision making SQL A/B testing,Product Manager,84.61
Data analyst with 6 years SQL Excel Tableau Power BI Python pandas matplotlib data visualization statistics business intelligence reporting dashboards KPI metrics data storytelling stakeholder management,Data Analyst,82.96
HTML CSS basic JavaScript,Lead Backend Developer,22.74
DevOps engineer 4 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,92.44
iOS developer 6 years Swift Objective-C Xcode UIKit SwiftUI Core Data Alamofire REST API App Store TestFlight Git CocoaPods SPM MVVM design patterns,iOS Developer,97.32
Android developer 3 years Kotlin Java Android Studio MVVM Retrofit Room SQLite Firebase Google Play material design REST API Git Jetpack Compose coroutines,Android Developer,82.49
Intern 6 months testing,QA Lead,43.31
Full stack developer 3 years React Node.js JavaScript TypeScript HTML CSS MongoDB Express.js REST API Git responsive design webpack babel npm microservices Docker CI/CD,Full Stack Developer,86.78
DevOps engineer 4 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,91.12
Data engineer 6 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,88.65
SQL basic queries,Database Administrator,29.8
Python data analysis pandas,Data Engineer,65.23
Testing manual automation,Senior QA Engineer,65.14
QA engineer 7 years automation testing Selenium WebDriver Java TestNG Maven Cucumber BDD API testing Postman JIRA agile regression testing test planning,QA Engineer,84.96
Python developer with 7 years experience in machine learning deep learning data science pandas numpy scikit-learn tensorflow pytorch keras neural networks data analysis statistics SQL data visualization matplotlib seaborn,Data Scientist,83.48
Flutter developer 7 years Dart cross-platform mobile development iOS Android Material Design state management Provider Riverpod Firebase REST API Git CI/CD,Flutter Developer,84.82
Cloud architect 5 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,89.95
Excel Word PowerPoint,Data Engineer,15.0
Entry level computer science graduate,Principal Software Engineer,29.66
DevOps engineer 5 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,93.09
Android development basics,Senior Android Developer,57.57
Android development basics,Senior Android Developer,60.18
Blockchain developer 2 years Solidity Ethereum smart contracts Web3.js DApp development cryptocurrency Bitcoin consensus algorithms distributed systems cryptography,Blockchain Developer,74.35
Excel Word PowerPoint,Data Engineer,15.0
Java developer 7 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,87.29
Data engineer 5 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,89.85
React tutorial projects,Senior React Developer,27.85
Python Django tutorial,Senior Backend Engineer,34.21
Frontend developer 7 years React Redux JavaScript ES6 HTML5 CSS3 Sass webpack babel responsive design mobile-first UI/UX Figma Git TypeScript hooks performance optimization,Frontend Developer,89.14
Database administrator 7 years MySQL PostgreSQL Oracle SQL Server performance tuning backup recovery replication clustering indexing query optimization database security,Database Administrator,79.23
React tutorial projects,Senior React Developer,36.94
Python data analysis pandas,Data Engineer,54.18
Python developer with 4 years experience in machine learning deep learning data science pandas numpy scikit-learn tensorflow pytorch keras neural networks data analysis statistics SQL data visualization matplotlib seaborn,Data Scientist,89.39
Machine learning engineer 7 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,93.19
Java developer 4 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,76.21
Python developer with 3 years experience in machine learning deep learning data science pandas numpy scikit-learn tensorflow pytorch keras neural networks data analysis statistics SQL data visualization matplotlib seaborn,Data Scientist,79.52
SQL database basics,Database Administrator,63.65
Excel Word PowerPoint,Data Engineer,16.15
Flutter developer 7 years Dart cross-platform mobile development iOS Android Material Design state management Provider Riverpod Firebase REST API Git CI/CD,Flutter Developer,87.92
Python Django tutorial,Senior Backend Engineer,34.44
Data analyst with 4 years SQL Excel Tableau Power BI Python pandas matplotlib data visualization statistics business intelligence reporting dashboards KPI metrics data storytelling stakeholder management,Data Analyst,85.9
Full stack developer 5 years React Node.js JavaScript TypeScript HTML CSS MongoDB Express.js REST API Git responsive design webpack babel npm microservices Docker CI/CD,Full Stack Developer,91.68
DevOps engineer 7 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,87.87
Java developer 6 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,87.7
Backend developer 7 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,82.01
Cloud architect 3 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,88.23
Python beginner learning online courses,Senior Machine Learning Engineer,15.0
Database administrator 7 years MySQL PostgreSQL Oracle SQL Server performance tuning backup recovery replication clustering indexing query optimization database security,Database Administrator,86.03
Cybersecurity analyst 3 years network security penetration testing ethical hacking vulnerability assessment firewall IDS IPS SIEM incident response security audit CISSP CEH,Security Analyst,89.75
React developer JavaScript,Full Stack Developer,45.0
Python data analysis pandas,Data Engineer,54.75
Blockchain developer 7 years Solidity Ethereum smart contracts Web3.js DApp development cryptocurrency Bitcoin consensus algorithms distributed systems cryptography,Blockchain Developer,85.47
AI engineer 3 years artificial intelligence machine learning deep learning NLP computer vision TensorFlow PyTorch transformers BERT GPT LLM prompt engineering,AI Engineer,95.02
Data analyst with 5 years SQL Excel Tableau Power BI Python pandas matplotlib data visualization statistics business intelligence reporting dashboards KPI metrics data storytelling stakeholder management,Data Analyst,86.88
Data analyst with 3 years SQL Excel Tableau Power BI Python pandas matplotlib data visualization statistics business intelligence reporting dashboards KPI metrics data storytelling stakeholder management,Data Analyst,85.58
Python developer 2 years Django Flask,Machine Learning Engineer,59.45
QA engineer 2 years automation testing Selenium WebDriver Java TestNG Maven Cucumber BDD API testing Postman JIRA agile regression testing test planning,QA Engineer,84.02
SQL basic queries,Database Administrator,35.32
Flutter developer 7 years Dart cross-platform mobile development iOS Android Material Design state management Provider Riverpod Firebase REST API Git CI/CD,Flutter Developer,90.98
Java developer 5 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,93.02
QA engineer 6 years automation testing Selenium WebDriver Java TestNG Maven Cucumber BDD API testing Postman JIRA agile regression testing test planning,QA Engineer,82.74
Data engineer 6 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,97.48
Cybersecurity analyst 6 years network security penetration testing ethical hacking vulnerability assessment firewall IDS IPS SIEM incident response security audit CISSP CEH,Security Analyst,88.77
DevOps engineer 7 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,94.27
Flutter developer 6 years Dart cross-platform mobile development iOS Android Material Design state management Provider Riverpod Firebase REST API Git CI/CD,Flutter Developer,82.09
Java Spring Boot basics,Senior Java Developer,50.82
WordPress basic website,Full Stack Developer,21.82
DevOps engineer 7 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,86.06
Testing manual automation,Senior QA Engineer,50.92
AI engineer 7 years artificial intelligence machine learning deep learning NLP computer vision TensorFlow PyTorch transformers BERT GPT LLM prompt engineering,AI Engineer,97.34
Java developer 6 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,86.28
Intern 6 months testing,QA Lead,38.39
Java developer 2 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,98.0
React tutorial projects,Senior React Developer,28.98
SQL database basics,Database Administrator,50.94
Python developer with 5 years experience in machine learning deep learning data science pandas numpy scikit-learn tensorflow pytorch keras neural networks data analysis statistics SQL data visualization matplotlib seaborn,Data Scientist,86.02
Android developer 3 years Kotlin Java Android Studio MVVM Retrofit Room SQLite Firebase Google Play material design REST API Git Jetpack Compose coroutines,Android Developer,93.76
Excel Word PowerPoint,Data Engineer,15.0
Python developer 2 years Django Flask,Machine Learning Engineer,61.25
Android developer 3 years Kotlin Java Android Studio MVVM Retrofit Room SQLite Firebase Google Play material design REST API Git Jetpack Compose coroutines,Android Developer,79.24
DevOps engineer 4 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,96.15
WordPress basic website,Full Stack Developer,30.85
Machine learning engineer 3 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,86.67
SQL basic queries,Database Administrator,24.37
Entry level computer science graduate,Principal Software Engineer,26.75
Python developer 2 years Django Flask,Machine Learning Engineer,54.52
Java developer 7 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,93.17
AI engineer 5 years artificial intelligence machine learning deep learning NLP computer vision TensorFlow PyTorch transformers BERT GPT LLM prompt engineering,AI Engineer,98.0
DevOps engineer 3 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,90.58
Data analyst SQL Tableau,Data Scientist,48.14
Machine learning engineer 2 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,98.0
Machine learning engineer 5 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,86.52
Python Django tutorial,Senior Backend Engineer,37.29
Android development basics,Senior Android Developer,57.62
Entry level computer science graduate,Principal Software Engineer,39.03
Cybersecurity analyst 7 years network security penetration testing ethical hacking vulnerability assessment firewall IDS IPS SIEM incident response security audit CISSP CEH,Security Analyst,88.34
SQL database basics,Database Administrator,53.35
Android developer 5 years Kotlin Java Android Studio MVVM Retrofit Room SQLite Firebase Google Play material design REST API Git Jetpack Compose coroutines,Android Developer,81.42
Intern 6 months testing,QA Lead,43.36
Docker Kubernetes basics,DevOps Engineer,62.68
Data engineer 4 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,92.57
Flutter developer 6 years Dart cross-platform mobile development iOS Android Material Design state management Provider Riverpod Firebase REST API Git CI/CD,Flutter Developer,88.47
Python beginner learning online courses,Senior Machine Learning Engineer,20.71
React developer JavaScript,Full Stack Developer,55.35
Python beginner learning online courses,Senior Machine Learning Engineer,24.76
Flutter developer 2 years Dart cross-platform mobile development iOS Android Material Design state management Provider Riverpod Firebase REST API Git CI/CD,Flutter Developer,90.18
Android developer 2 years Kotlin Java Android Studio MVVM Retrofit Room SQLite Firebase Google Play material design REST API Git Jetpack Compose coroutines,Android Developer,90.8
Frontend HTML CSS JavaScript,Full Stack Developer,62.22
Product manager 2 years product roadmap agile scrum user stories market research competitive analysis stakeholder management data-driven decision making SQL A/B testing,Product Manager,79.76
Data engineer 3 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,91.73
Java programming student projects,Senior Java Architect,30.12
iOS developer 5 years Swift Objective-C Xcode UIKit SwiftUI Core Data Alamofire REST API App Store TestFlight Git CocoaPods SPM MVVM design patterns,iOS Developer,96.64
Data analyst with 5 years SQL Excel Tableau Power BI Python pandas matplotlib data visualization statistics business intelligence reporting dashboards KPI metrics data storytelling stakeholder management,Data Analyst,87.54
iOS developer 6 years Swift Objective-C Xcode UIKit SwiftUI Core Data Alamofire REST API App Store TestFlight Git CocoaPods SPM MVVM design patterns,iOS Developer,84.81
Python beginner learning online courses,Senior Machine Learning Engineer,29.2
Machine learning engineer 7 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,90.15
Backend developer 7 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,83.72
iOS developer 4 years Swift Objective-C Xcode UIKit SwiftUI Core Data Alamofire REST API App Store TestFlight Git CocoaPods SPM MVVM design patterns,iOS Developer,93.55
Cloud architect 3 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,91.57
Android developer 5 years Kotlin Java Android Studio MVVM Retrofit Room SQLite Firebase Google Play material design REST API Git Jetpack Compose coroutines,Android Developer,81.82
Frontend developer 3 years React Redux JavaScript ES6 HTML5 CSS3 Sass webpack babel responsive design mobile-first UI/UX Figma Git TypeScript hooks performance optimization,Frontend Developer,76.33
iOS developer 7 years Swift Objective-C Xcode UIKit SwiftUI Core Data Alamofire REST API App Store TestFlight Git CocoaPods SPM MVVM design patterns,iOS Developer,98.0
Data analyst SQL Tableau,Data Scientist,47.64
Android development basics,Senior Android Developer,47.58
WordPress basic website,Full Stack Developer,23.11
Cybersecurity analyst 5 years network security penetration testing ethical hacking vulnerability assessment firewall IDS IPS SIEM incident response security audit CISSP CEH,Security Analyst,77.28
Data engineer 7 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,90.2
Blockchain developer 2 years Solidity Ethereum smart contracts Web3.js DApp development cryptocurrency Bitcoin consensus algorithms distributed systems cryptography,Blockchain Developer,82.4
